,ID,Molecular_Name,Covalent Warhead,n_obs,y,LogConcentration,Negative,Positive,theta,ASE,Variances,Outlier_Pos
30,ID_31,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[102.66378123 103.05776849 101.65822218 101.90897469 101.06648466
 101.24502839  98.05784238  98.3915019   94.90737196  96.01634867
  23.32807271  30.91601641  -0.49062223  -0.31890058  -0.33253528
  -0.18043758  -0.74443969  -0.46120453  -0.32122757  -0.2281302
  -1.15237769  -0.60856642]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[ -0.65095703 101.0533784   -6.50796966   3.46601303],[0.55284109 0.61488248 0.01034741 0.23358219],[2.96228649],[]
31,ID_32,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 94.35294118  94.70588235  99.15966387 100.          94.20168067
  95.68067227  81.2605042   86.03361345  50.23529412  55.68067227
  25.21008403  29.00840336   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-1.15065568 97.90531338 -6.76805372  1.32689187],[1.21496117 1.58828467 0.02920765 0.10515472],[10.91083623],[]
32,ID_33,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[101.14857462 101.22334077  99.7977045  100.59556912  99.95972897
 100.27875729  98.14014753 100.76143605  97.70293772  99.1338231
  18.95315089  21.35794811  -0.29822327  -0.1579754   -0.61229231
  -0.28784646  -0.28777033  -0.21625432  -0.88689269  -0.49484901
  -0.88689269  -0.88689269]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[ -0.53146895 100.5423047   -6.51005169   4.71724799],[0.19516407 0.2327373  0.00603791 0.21374178],[0.37825562],[6]
33,ID_34,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 96.00370517 100.          95.63318777  98.87521503  95.96400688
  97.48577478  84.79555379  85.00727802  60.44726743  64.82731243
   1.93198359   2.84504433   0.67487098   0.71456927   0.70133651
   1.1512505    0.3705174    0.47637952   0.           0.
   0.           0.48961228]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-3.30696238e-02  9.48343784e+01 -6.77930616e+00  3.15246450e+00],[1.1208204  1.29417984 0.01963989 0.49424685],[12.37037371],[]
34,ID_35,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 9.96546495e+01  1.00035937e+02  9.81163498e+01  9.94311359e+01
  9.86554121e+01  9.88526300e+01  9.17396373e+01  9.39353301e+01
  2.94976641e+01  6.47207833e+01 -2.29649303e-01 -1.77057859e-01
 -1.63909999e-01 -1.11318555e-01 -4.40015076e-01 -1.24466416e-01
 -1.24466416e-01 -4.55792509e-02 -9.26485927e-01 -2.82240746e-01
 -9.26485927e-01 -1.63909999e-01]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.34406523 99.15065189 -7.04860147  4.04874705],[0.19114589 0.2495191  0.07379041 1.03728955],[0.36432299],"[8, 9]"
35,ID_36,Ebselen,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[ 1.04157291e+02  9.99195636e+01  9.63972965e+01  8.02168819e+01
  5.59187423e+01 -3.27460771e-01 -5.61361322e-01 -6.30155602e-01
 -7.98013645e-02 -9.87885857e-01 -4.23772763e-01]","[-8.69897    -8.30103    -7.82390874 -7.33724217 -6.86327943 -6.38510278
 -5.90833304 -5.43132902 -4.95424685 -4.4771256  -4.        ]",None,None,[-1.91572109 98.60302058 -6.85156238  2.03386207],[2.66185714 3.44068456 0.05080581 0.47688243],[33.63074179],[]
36,ID_37,Ebselen,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[102.87637422 101.05643353 102.72719876  99.92269999  99.92269999
 105.78529582 100.3105562  100.7580826   96.71542746  99.59451396
 100.57907204]","[-8.69897    -8.30103    -7.82390874 -7.33724217 -6.86327943 -6.38510278
 -5.90833304 -5.43132902 -4.95424685 -4.4771256  -4.        ]",None,None,[ 97.29798524 103.51782873  -5.55180287   0.20229423],[57.58163665 29.41717552 23.58232546  3.00096642],[6.06369764],[]
37,ID_38,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[114.29991968 119.71545493  97.47198531 100.40922477  87.65059089
 100.25624355  68.92568937  76.60534669   9.23241672  32.69973611
  -0.40540024  12.20025242  -0.40540024   0.14533216  -0.40540024
   0.23712089  -0.40540024  -0.40540024  -0.40540024  -0.40540024
  -0.40540024  -0.40540024]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[ -0.57970612 107.91839613  -7.18724214   1.61659078],[2.2025786  3.71530032 0.05012607 0.26176212],[48.79849191],[]
38,ID_39,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 97.3037272   98.876553    96.08776104  96.65609305  94.71319059
 100.          88.71266191  92.42664552  82.23632038  83.18794607
  17.67116045  19.21755221   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.19062742 96.72396103 -6.59955967  2.90809363],[0.47262834 0.56070192 0.00907161 0.10633483],[2.13604711],[6]
39,ID_40,Ebselen,1,"[2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1]","[ 72.94905722  75.34557686  57.65314693  74.26640886  69.84847637
  72.30196953  46.96644989 100.          48.07288743   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.38510278 -6.38510278 -5.90833304
 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685 -4.4771256
 -4.4771256  -4.        ]",None,None,[-2.46593937e-02  7.46235193e+01 -6.84707946e+00  1.59284496e+01],[2.65668089e+00 3.04489632e+00 1.71497248e+03 1.68622915e+06],[64.24062703],[6]
40,ID_41,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 97.92375766 100.          91.09938734  98.45132743  89.82300885
  90.31654187  56.14363513  87.21919673  41.01429544  60.07488087
  16.89925119  19.04356705   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.62634764 96.09217252 -6.81730991  1.56432606],[1.46417536 1.90458442 0.03409265 0.1851331 ],[17.71230798],[6]
41,ID_42,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[  0.           0.          96.46600779 100.          87.84067086
  99.58071279  55.16621743  56.99311171  17.78975741  24.01916742
  18.4785864   22.13237496   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[  0.79330064 107.32095342  -7.28360814   1.21952418],[1.96691629 6.67194705 0.07324888 0.20078428],[33.62252648],"[0, 1]"
42,ID_43,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 97.19716213 102.93023959  97.54114677  98.91708537  78.16334493
  93.14578738  70.82500577  71.51297507  23.5080064   29.20286335
   2.21917874   3.82444043  -0.91490361  -0.15049328  -0.80024206
  -0.34159587  -1.10600619  -0.80024206  -1.64109343  -1.25888826
  -1.67931394  -1.64109343]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-1.33671253 99.41794165 -7.10569676  1.75870665],[0.48885953 0.78204991 0.01125928 0.0678086 ],[2.42106894],[4]
43,ID_44,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[  2.63964204 100.          90.96317334  95.95280317  87.21419235
  88.49779463  59.09640342  66.59548546  35.66426556  39.02985172
   1.06692097   3.32587847   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-1.26129693 96.9101674  -7.0871757   1.3391463 ],[1.31076938 2.55012587 0.03742922 0.13445714],[14.93436886],[0]
44,ID_45,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 96.25101643 100.          92.34746259  94.37822054  81.87900199
  83.91918996  56.08339726  62.84653355  30.4165139   31.349741
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-1.28030703 96.96822035 -7.17096797  1.31798593],[1.12166863 2.04553206 0.03195499 0.11250812],[11.27488467],[]
45,ID_46,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[  3.58389114  13.63222416  96.67674142 100.          85.37339645
  85.521619    55.14510599  61.66675264  17.7150834   23.65008362
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.74933516 98.92082829 -7.24137821  1.55021662],[0.77796732 2.03714426 0.02299223 0.10872985],[6.01609871],"[0, 1]"
46,ID_47,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 99.12845501 100.          87.94644457  89.76868572  73.76316881
  74.14787473  51.62454413  59.84702477  28.58392988  28.84906853
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-1.69267583 98.01769362 -7.26465343  1.09754711],[1.48044287 3.31833116 0.05019061 0.12132108],[17.81245206],[]
47,ID_48,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[100.7900568  119.28190913  92.84139631  95.59478291  86.39812137
  88.38489933  55.38682546  58.71457639  18.00273789  30.20152908
   5.86042014   6.58758866  -0.44162094  -0.44162094  -0.44162094
  -0.44162094  -0.44162094  -0.44162094  -0.44162094  -0.44162094
  -0.44162094  -0.44162094]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.77762121 99.63163636 -7.22859953  1.35246481],[0.82731463 1.84946862 0.02465189 0.08961621],[6.34784827],[1]
48,ID_49,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 82.69398666 100.          86.33235859  91.70802938  71.91087104
  83.10668033   8.38835996  43.9941609   15.51120464  20.27198159
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[ 0.23040764 92.39551607 -7.34294983  1.46796858],[1.28207846 2.65598439 0.04617478 0.17166777],[16.70087886],[6]
49,ID_50,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 89.18251022 100.          79.27933448  87.95376665  62.3862174
  72.26887338  44.47177481  56.40928088  14.39651105  22.39668568
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-1.38882923 93.49417564 -7.35589402  1.13621667],[1.73038711 4.22469458 0.06386025 0.16289129],[26.07571549],[]
50,ID_51,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[103.64007698 110.48389915  98.60496883 100.19097735  94.73212184
  96.94328707  68.94863591  70.9809383    1.81680567  23.01794844
  -0.17991958  -0.17991958  -0.17991958  -0.17991958  -0.17991958
  -0.17991958  -0.17991958  -0.17991958  -0.17991958  -0.17991958
  -0.17991958  -0.17991958]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[ -0.78846572 103.22363251  -7.16421946   1.84340549],[0.77633444 1.23205634 0.01856839 0.13000478],[6.25984313],[8]
51,ID_52,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 98.06763285 100.          31.88405797  42.51207729  26.57004831
  89.37198068  49.75845411  76.32850242  37.19806763  53.62318841
  29.95169082  63.76811594  12.07729469  61.83574879  10.14492754
  50.24154589   3.38164251  16.90821256  13.52657005  50.24154589
   0.          57.97101449]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[ 20.58928215 125.          -8.50375074   0.3108971 ],[ 41.45374576 493.60742231  12.18072166   1.07206919],[652.90638889],[]
52,ID_53,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 38.36857917  63.26266799  98.282123   100.          96.26828341
  99.88915394  91.03702775  94.34994318  75.12910456  79.07436464
  55.184177    58.17921847   3.47672637   4.25079502   0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.90098876 89.9706918  -6.31131165  2.40236914],[3.14308971 3.12778275 0.05375352 0.71938574],[74.58555706],[0]
53,ID_54,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 86.95 100.    85.94 100.    79.85 100.     8.93  66.99  51.21  59.14
  14.34  15.75   0.     0.     0.     0.     0.     0.     0.     0.
   0.     0.  ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-1.21123651 92.40686465 -6.80384859  1.44555532],[2.21791933 2.90265384 0.05553692 0.25441176],[38.62427008],[6]
54,ID_55,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 92.45865418 100.          95.32740978  98.98990147  95.03059684
  97.88960235  90.39696709  92.71774164  79.06510422  83.22993284
   4.5496602    5.60603299   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-3.48097218e-02  9.54200430e+01 -6.68249144e+00  4.15461260e+00],[0.70170703 0.78624763 0.01654523 0.33355324],[4.88066524],[]
55,ID_56,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 88.03452855 100.          85.11288181  86.97211155  80.07968127
  86.29482072  87.27755644  88.52589641  84.90039841  85.83001328
  15.17928287  27.94156707  11.1686587   11.47410359   0.
   6.22841965   0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[ 2.77681898 87.96782233 -6.51887773  4.02756601],[1.68724866 1.88351728 0.04497083 1.18811813],[28.054052],[]
56,ID_57,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[110.560552   112.89503544 110.18928427 110.4166275  104.30529266
 105.89767667  91.42925742  91.69153457  64.64251984  64.87589011
  18.93741888  19.64595074  -1.11979722  -1.11979722  -1.11979722
  -1.11979722  -1.11979722  -1.11979722  -1.11979722  -1.11979722
  -1.11979722  -1.11979722]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[ -2.34571508 109.60875417  -6.78105176   1.50954865],[0.88512157 1.13790822 0.01774049 0.08238437],[6.32992267],[]
57,ID_58,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 98.97649246 100.          96.5174514   97.01503008  92.55037992
  94.38723481  80.94828259  82.99996027  56.5411941   59.29507606
  12.92116118  13.1006242    0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.87068264 96.3856234  -6.79129872  1.7189191 ],[0.86153941 1.08999505 0.01860294 0.11337142],[6.42242187],[]
58,ID_59,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 9.98056450e+01  1.03473593e+02  1.00206797e+02  1.02102242e+02
  9.59622731e+01  9.62897712e+01  8.10908364e+01  8.45630673e+01
  4.17616885e+01  4.82312118e+01  9.41520197e+00  1.07856223e+01
 -7.77839577e-02 -7.77839577e-02 -7.77839577e-02 -7.77839577e-02
 -7.77839577e-02 -7.77839577e-02 -7.77839577e-02 -7.77839577e-02
 -7.77839577e-02 -7.77839577e-02]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[ -0.64734726 100.94147149  -6.92631815   1.64574755],[0.57202864 0.80538483 0.01266159 0.07083426],[2.97980132],[]
59,ID_60,Ebselen,1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[ 98.55758434 100.          96.09344371  97.27208721  95.37864265
  95.62741303  78.82387882  83.13686897  49.40772349  50.46807989
  11.27937689  11.34424642   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[-8.69897    -8.69897    -8.30103    -8.30103    -7.82390874 -7.82390874
 -7.33724217 -7.33724217 -6.86327943 -6.86327943 -6.38510278 -6.38510278
 -5.90833304 -5.90833304 -5.43132902 -5.43132902 -4.95424685 -4.95424685
 -4.4771256  -4.4771256  -4.         -4.        ]",None,None,[-0.52666925 97.70634468 -6.85917179  1.76168448],[0.38746012 0.50922831 0.00842772 0.06083586],[1.33692904],[6]
